sample_index,chain,draw,sigma_ap_0p5_arcsec_km_s,m2l_ratio,m2l_ratio_slope,total_stellar_mass_Msun,log10_total_stellar_mass,halo_mge_mass_Msun,kappa_s_halo,gammain_halo,Rs_halo,H0_cosmo,omega_m_cosmo
46016,5,6016,155.78542798354874,1.8794804923239783,-0.01300311646372776,183108357818.38803,11.262708167740074,4059729667025.642,0.30487864342007864,0.86208521668748,2.166792207867589,83.22066553100954,0.35265325227942856
43744,5,3744,141.32440189982518,2.8756149801470703,0.23235437482965715,219360529625.76202,11.341158486010665,4011451702332.3745,0.06424245865902595,1.4411481973382263,4.487903670907015,89.72330311341493,0.16980207143599804
45536,5,5536,149.23628332327993,2.430500341110025,0.10500346253908699,216426574364.1693,11.335310585413929,10889632966600.473,0.09580435669120953,1.185253054298212,6.068458483677941,83.39361707725023,0.30021580781208634
23183,2,7183,144.75514372006148,3.320758707145461,0.26954632794809585,260977866652.5503,11.4166036766936,1368679208113.0945,0.10275489232685645,1.247524548104908,2.0784627072475654,84.06242176781782,0.4256685643505056
13050,1,5050,147.7020659674105,2.823842924324894,0.1767016400798418,254404460454.7766,11.40552472149648,2400678439368.851,0.13605932617418254,1.0629657319269605,2.357517861821019,77.7064364565607,0.4196992676214978
60046,7,4046,145.23663377717264,3.2921495663317053,0.3078744221509474,259247486693.2376,11.413714554760022,2611895841674.696,0.04704149572013655,1.536343613173375,4.012695010957489,81.91881656988735,0.4454273350872576
44467,5,4467,144.89105659356048,3.1246750898948745,0.21922651668318194,254748254931.48453,11.406111217698198,2199795378456.1675,0.10977279373432508,1.2261814603490424,2.5488530466825523,84.66710502227514,0.22575150049086384
16042,2,42,138.4260357099185,3.7101193184525796,0.2943776170883843,290633401120.1126,11.463345524237894,9293567222672.89,0.010789313391844713,1.6605482795003659,15.571389384585634,84.09836096999504,0.14074991214285704
26116,3,2116,155.45951678603842,2.4538994798696443,0.1321782299510933,196834301390.62936,11.294100783153198,3955462829651.868,0.13885800374560753,1.2381574978973473,3.1471002760418636,89.16470284349427,0.5027881454156886
44819,5,4819,146.19536678272775,2.922752597810429,0.20719870418437847,244887720967.51416,11.388967009503054,11149911064761.334,0.03595259866557382,1.4335222910573275,9.629512533242218,82.48016435230389,0.3447941752332458
45631,5,5631,144.98209194873527,3.2317907149122376,0.19302735045444053,270271736704.88312,11.431800632325116,4248355010137.6167,0.1327207300970139,1.0046338389180922,3.303051919632345,83.91474605907962,0.18351157992538364
20120,2,4120,146.16316251409006,3.4329432492747083,0.31396638444378877,265323636157.41443,11.42377594050437,3346434127306.06,0.03368132272647826,1.5728333948519437,5.376255687251346,82.81093768837835,0.48856997692646986
42055,5,2055,139.69034234147404,2.8354434654310587,0.19565866778524021,233611594212.76044,11.368494393139292,2345105353277.418,0.1396369321658676,1.1830533877676737,2.3524183407250274,84.64811861822695,0.11755231884368988
41933,5,1933,152.82880017721416,3.230654639558561,0.19372241805691304,257091149925.5138,11.410087126799734,8475853457825.581,0.05230622631272265,1.314333096135679,7.302858642584124,87.58999574148237,0.34453050012525427
52791,6,4791,150.72967458050726,3.6103613767746574,0.25046450571773715,275118482227.80707,11.439519766907058,10848988442651.682,0.03213495764153093,1.3740337999238998,10.491380857505224,87.1123335721878,0.4886705547690289
1626,0,1626,146.4201834241364,3.347497215458727,0.23617071360435538,271888866125.06552,11.434391423551276,3648430015967.255,0.09782584790664253,1.1681716185001485,3.493507614336582,83.70550414208843,0.3238987678012366
25660,3,1660,163.11032231907157,4.788937156932568,0.2547665915600906,327160629278.9736,11.514761034865819,2256950507189.0044,0.14247047158820708,0.7243619758612703,2.6089975057355983,97.85177793869826,0.39309411874816796
6729,0,6729,144.11893713385086,2.493769511705932,0.2012937920055624,215040644817.9629,11.332520553645232,7932060203947.391,0.041118237397365545,1.4744053477099417,7.452178480261513,79.25622096537684,0.4993173090370302
2084,0,2084,153.61824671421294,2.956570908046428,0.14749381292845343,267615778026.45193,11.42751171487987,3207659286508.816,0.1978354940096735,0.798174113879863,2.352337764068083,78.62496884942111,0.4501155125882282
46811,5,6811,142.52867110627457,2.5183039851325795,0.15833140913264387,240185478710.2712,11.380546747002619,12686680405489.781,0.06569881800388357,1.2133296443150248,7.473676701142232,74.35868638734942,0.41139972053306434
55301,6,7301,140.39760943120837,2.03268667351023,0.0945960384009672,198427508727.36664,11.297601879815845,40241756210006.195,0.037913408515863195,1.4023080777752277,17.228302496864384,76.66748292488069,0.2953735922422868
21157,2,5157,148.95973207888025,2.6349747058512047,0.13745008641897793,220330072325.54263,11.343073777013318,3621358784558.2373,0.1466534233753789,1.0922014616848201,2.9220883591550653,86.82031623129478,0.29750750119732844
5613,0,5613,152.26175442461053,3.038896426443904,0.14966537963255533,267530535457.5798,11.427373358782987,3618929650083.657,0.258486955113014,0.6820609989283475,2.2446308585217074,81.41736006317507,0.3581989030359763
9135,1,1135,130.7513093651989,3.627023616904646,0.3208344767807606,302230434017.5812,11.4803381948157,2411802068949.023,0.025482766410148145,1.5728469520360897,5.043922662344185,77.05835920111069,0.07287645202911207
9072,1,1072,144.0904894857913,3.0700049806700456,0.19951554592695908,251126958665.3708,11.399893337050463,16623773567348.521,0.03400733504799253,1.4039006257135314,12.32146732913268,85.45132535863763,0.1953096632280934
50259,6,2259,156.2237750753015,2.6917796991557514,0.10760785049299204,226385367145.64957,11.35484835196289,4453816578797.432,0.18255882848020663,0.9924678397463476,2.964451669942327,87.85703149592293,0.3440257264353435
48,0,48,136.49471494968756,3.0870486898578213,0.254179504135443,240233512431.04428,11.380633591112995,2562515214946.9717,0.07383110857217294,1.4132920480105076,3.3052571004343276,85.76070598869254,0.07492922727017601
27834,3,3834,143.62628667780334,0.9716843528399779,-0.15627911676531492,121217268804.19211,11.083564494517821,57092147883261.11,0.05113198201929664,1.3831077172139097,17.474038738078313,74.08655282919563,0.37597849902434227
38366,4,6366,152.0911242304588,4.155039316752312,0.2952757308416396,282096261531.65515,11.450397330724911,3354347046891.02,0.042486720810311095,1.452446917148206,5.241844195063308,96.9519377794515,0.288151237293304
58736,7,2736,144.05844046726995,2.777761958570655,0.17593749262025182,251249436954.5723,11.400105097183586,10338058341620.303,0.06028822172205222,1.2512700154538154,7.151757531058035,78.17213451148979,0.3060559327085566
